timestamp,service,namespace,cpu_utilization,memory_utilization,cost_increase_percentage,replicas,traffic_requests_per_minute,storage_gb,log_volume_gb_per_day,idle_indicator,risk_score,expected_behavior
2026-01-04T00:00:00Z,frontend-service,production,32.4,29.25,-5.19,2,201,92.55,6.83,0,0,normal
2026-01-04T00:00:00Z,payment-service,production,39.87,40.26,-2.49,4,141,99.25,11.36,0,0,normal
2026-01-04T00:00:00Z,worker-service,staging,32.8,52.54,4.53,2,82,73.11,10.65,0,0,normal
2026-01-04T00:00:00Z,cache-service,production,60.1,28.54,1.5,2,350,122.42,9.75,0,0,normal
2026-01-04T00:00:00Z,auth-service,staging,70.4,28.52,1.36,2,891,59.99,11.49,0,0,normal
2026-01-04T00:00:00Z,notification-service,staging,59.9,50.0,-4.52,3,528,30.46,1.56,0,0,normal
2026-01-04T00:00:00Z,reporting-service,production,29.4,74.8,0.48,4,355,94.91,11.68,0,0,normal
2026-01-04T00:00:00Z,search-service,staging,34.0,56.74,-3.22,3,173,81.1,6.72,0,0,normal
2026-01-04T00:00:00Z,billing-service,staging,59.67,58.11,5.15,3,858,91.51,7.37,0,0,normal
2026-01-04T00:00:00Z,analytics-service,staging,57.8,45.65,-5.06,2,610,67.03,11.59,0,0,normal
2026-01-04T00:00:00Z,inventory-service,production,71.33,69.02,-3.92,3,204,23.75,9.82,0,0,normal
2026-01-04T00:00:00Z,order-service,production,52.6,36.13,0.0,2,552,143.12,10.07,0,0,normal
2026-01-04T00:00:00Z,recommendation-service,production,45.7,74.0,-6.82,2,547,91.66,6.37,0,0,normal
2026-01-04T00:00:00Z,email-service,staging,71.7,66.02,-6.88,3,823,58.81,9.22,0,0,normal
2026-01-04T00:00:00Z,logging-service,staging,42.2,47.75,5.68,3,273,147.5,4.34,0,0,normal
2026-01-04T00:00:00Z,gateway-service,staging,62.2,44.29,-8.46,4,891,126.7,14.73,0,0,normal
2026-01-04T00:00:00Z,database-service,production,68.4,29.98,9.34,3,95,113.92,6.74,0,0,normal
2026-01-04T00:00:00Z,queue-service,staging,57.47,67.58,-6.91,4,469,144.04,9.78,0,0,normal
2026-01-04T00:00:00Z,ml-inference-service,production,36.6,74.85,1.14,4,172,76.42,2.38,0,0,normal
2026-01-05T00:00:00Z,backend-service,production,27.2,39.65,6.9,3,521,38.92,8.44,0,0,normal
2026-01-05T00:00:00Z,frontend-service,staging,55.93,49.8,5.16,4,226,50.18,9.93,0,0,normal
2026-01-05T00:00:00Z,payment-service,staging,58.8,28.61,0.88,3,681,58.89,14.47,0,0,normal
2026-01-05T00:00:00Z,worker-service,staging,67.67,36.72,10.59,4,447,94.73,14.9,0,0,normal
2026-01-05T00:00:00Z,cache-service,production,25.4,70.51,-2.16,4,588,128.27,13.64,0,0,normal
2026-01-05T00:00:00Z,auth-service,production,56.0,56.35,-1.49,4,741,25.12,12.04,0,0,normal
2026-01-05T00:00:00Z,notification-service,staging,70.4,62.35,-0.44,2,285,37.18,8.55,0,0,normal
2026-01-05T00:00:00Z,reporting-service,staging,70.7,73.36,-8.49,3,844,133.15,12.26,0,0,normal
2026-01-05T00:00:00Z,search-service,staging,73.33,29.49,-3.3,3,94,54.38,2.73,0,0,normal
2026-01-05T00:00:00Z,billing-service,staging,66.07,30.37,-7.69,2,562,23.25,13.38,0,0,normal
2026-01-05T00:00:00Z,analytics-service,production,56.6,70.46,4.05,3,744,73.08,2.96,0,0,normal
2026-01-05T00:00:00Z,inventory-service,staging,36.6,44.34,-1.65,3,766,143.42,10.75,0,0,normal
2026-01-05T00:00:00Z,order-service,staging,57.73,55.76,-8.26,3,113,109.74,4.04,0,0,normal
2026-01-05T00:00:00Z,recommendation-service,staging,52.2,28.03,8.82,3,274,145.87,14.29,0,0,normal
2026-01-05T00:00:00Z,email-service,production,27.4,37.16,-1.77,2,885,93.4,1.96,0,0,normal
2026-01-05T00:00:00Z,logging-service,production,64.4,38.67,-3.06,2,213,90.23,12.18,0,0,normal
2026-01-05T00:00:00Z,gateway-service,staging,42.8,54.39,-0.43,2,258,54.5,2.77,0,0,normal
2026-01-05T00:00:00Z,database-service,production,47.4,50.63,-4.4,2,542,85.5,14.24,0,0,normal
2026-01-05T00:00:00Z,queue-service,staging,47.9,27.93,9.29,3,491,75.42,2.51,0,0,normal
2026-01-05T00:00:00Z,ml-inference-service,staging,28.27,56.2,0.99,4,641,112.58,6.33,0,0,normal
2026-01-06T00:00:00Z,backend-service,staging,64.6,67.58,0.98,4,867,91.67,13.12,0,0,normal
2026-01-06T00:00:00Z,frontend-service,staging,66.3,45.78,-8.37,2,400,75.48,10.31,0,0,normal
2026-01-06T00:00:00Z,payment-service,production,29.4,29.49,-1.68,2,842,116.04,12.36,0,0,normal
2026-01-06T00:00:00Z,worker-service,production,58.5,42.68,-8.53,4,848,74.98,13.82,0,0,normal
2026-01-06T00:00:00Z,cache-service,staging,30.1,32.71,8.26,3,309,130.15,5.9,0,0,normal
2026-01-06T00:00:00Z,auth-service,staging,65.33,55.27,-7.81,4,790,54.77,3.53,0,0,normal
2026-01-06T00:00:00Z,notification-service,production,68.4,28.47,2.51,4,728,146.34,2.28,0,0,normal
2026-01-06T00:00:00Z,reporting-service,production,43.47,63.82,-4.88,4,690,31.04,1.74,0,0,normal
2026-01-06T00:00:00Z,search-service,production,38.6,49.27,3.27,3,504,55.51,11.57,0,0,normal
2026-01-06T00:00:00Z,billing-service,production,51.33,27.25,-5.07,3,693,27.12,3.86,0,0,normal
2026-01-06T00:00:00Z,analytics-service,staging,30.9,62.33,9.23,2,212,69.43,10.85,0,0,normal
2026-01-06T00:00:00Z,inventory-service,staging,25.93,67.97,4.44,4,519,94.54,10.93,0,0,normal
2026-01-06T00:00:00Z,order-service,staging,33.5,66.58,-1.67,3,170,76.77,2.48,0,0,normal
2026-01-06T00:00:00Z,recommendation-service,production,68.47,36.04,-7.43,2,158,86.36,2.6,0,0,normal
2026-01-06T00:00:00Z,email-service,production,36.8,37.79,7.02,2,696,39.87,11.63,0,0,normal
2026-01-06T00:00:00Z,logging-service,staging,62.67,59.03,7.55,4,738,102.59,9.74,0,0,normal
2026-01-06T00:00:00Z,gateway-service,production,56.53,54.54,9.81,3,599,29.64,7.46,0,0,normal
2026-01-06T00:00:00Z,database-service,production,55.6,48.12,3.69,4,890,116.06,1.57,0,0,normal
2026-01-06T00:00:00Z,queue-service,production,72.8,30.15,5.37,3,811,30.96,10.05,0,0,normal
2026-01-06T00:00:00Z,ml-inference-service,staging,43.07,44.34,9.49,3,775,97.73,12.05,0,0,normal
2026-01-07T00:00:00Z,backend-service,staging,39.2,41.6,7.94,4,759,38.39,5.9,0,0,normal
2026-01-07T00:00:00Z,frontend-service,production,52.9,65.62,-2.86,4,799,127.76,11.34,0,0,normal
2026-01-07T00:00:00Z,payment-service,production,25.9,33.98,-9.03,2,429,143.2,7.81,0,0,normal
2026-01-07T00:00:00Z,worker-service,staging,67.2,50.2,-6.99,4,836,134.88,1.53,0,0,normal
2026-01-07T00:00:00Z,cache-service,staging,32.67,66.5,-3.4,4,249,113.75,1.61,0,0,normal
2026-01-07T00:00:00Z,auth-service,production,62.6,36.69,2.78,2,396,145.53,11.98,0,0,normal
2026-01-07T00:00:00Z,notification-service,production,63.47,50.12,-6.97,3,245,126.2,12.22,0,0,normal
2026-01-07T00:00:00Z,reporting-service,staging,68.67,60.55,0.97,4,207,57.06,11.68,0,0,normal
2026-01-07T00:00:00Z,search-service,staging,29.53,65.82,5.6,3,107,73.94,6.55,0,0,normal
2026-01-07T00:00:00Z,billing-service,staging,26.4,66.8,-7.73,4,423,122.88,2.93,0,0,normal
2026-01-07T00:00:00Z,analytics-service,production,62.93,47.41,-1.03,2,161,22.47,4.02,0,0,normal
2026-01-07T00:00:00Z,inventory-service,staging,30.53,36.87,9.54,2,128,51.0,9.95,0,0,normal
2026-01-07T00:00:00Z,order-service,staging,56.4,60.84,6.6,3,519,20.2,5.94,0,0,normal
2026-01-07T00:00:00Z,recommendation-service,staging,28.3,44.34,-4.71,3,124,102.64,14.73,0,0,normal
2026-01-07T00:00:00Z,email-service,staging,37.0,63.48,-5.96,4,854,63.23,1.62,0,0,normal
2026-01-07T00:00:00Z,logging-service,production,74.0,56.57,4.35,2,144,113.09,14.21,0,0,normal
2026-01-07T00:00:00Z,gateway-service,production,40.6,50.73,4.38,4,564,52.93,11.55,0,0,normal
2026-01-07T00:00:00Z,database-service,staging,38.6,46.83,-8.64,3,841,77.17,14.39,0,0,normal
2026-01-07T00:00:00Z,queue-service,production,43.33,65.04,-0.93,4,514,30.26,9.43,0,0,normal
2026-01-07T00:00:00Z,ml-inference-service,staging,41.2,40.28,1.13,4,814,75.4,10.66,0,0,normal
2026-01-08T00:00:00Z,backend-service,production,38.67,28.71,-8.34,4,495,67.23,12.22,0,0,normal
2026-01-08T00:00:00Z,frontend-service,production,26.73,36.72,-2.09,4,455,67.08,14.29,0,0,normal
2026-01-08T00:00:00Z,payment-service,production,43.6,53.52,-8.47,4,455,71.74,10.09,0,0,normal
2026-01-08T00:00:00Z,worker-service,production,49.87,70.65,-9.06,2,348,120.75,10.86,0,0,normal
2026-01-08T00:00:00Z,cache-service,production,35.0,67.58,-5.9,3,256,136.83,7.23,0,0,normal
2026-01-08T00:00:00Z,auth-service,production,60.4,69.53,-5.57,2,808,112.24,10.8,0,0,normal
2026-01-08T00:00:00Z,notification-service,staging,74.2,36.82,-5.83,3,106,66.92,9.01,0,0,normal
2026-01-08T00:00:00Z,reporting-service,production,28.2,74.98,8.13,4,570,88.34,11.77,0,0,normal
2026-01-08T00:00:00Z,search-service,production,47.4,31.4,1.44,4,735,96.41,11.75,0,0,normal
2026-01-08T00:00:00Z,billing-service,staging,40.13,41.11,-6.43,4,310,64.98,14.17,0,0,normal
2026-01-08T00:00:00Z,analytics-service,production,31.2,55.71,7.04,2,594,103.33,9.29,0,0,normal
2026-01-08T00:00:00Z,inventory-service,staging,67.1,66.21,-2.92,2,163,25.91,9.98,0,0,normal
2026-01-08T00:00:00Z,order-service,staging,49.8,57.08,4.08,3,574,51.83,12.3,0,0,normal
2026-01-08T00:00:00Z,recommendation-service,staging,32.8,49.19,-4.59,2,428,98.87,5.38,0,0,normal
2026-01-08T00:00:00Z,email-service,production,62.93,40.82,9.78,3,205,54.77,4.47,0,0,normal
2026-01-08T00:00:00Z,logging-service,staging,37.4,65.62,-9.01,4,818,60.65,11.68,0,0,normal
2026-01-08T00:00:00Z,gateway-service,staging,49.8,72.07,9.84,4,548,145.67,4.01,0,0,normal
2026-01-08T00:00:00Z,database-service,staging,39.27,67.19,2.81,3,217,134.72,11.19,0,0,normal
2026-01-08T00:00:00Z,queue-service,production,43.07,28.66,8.09,4,541,119.37,4.92,0,0,normal
2026-01-08T00:00:00Z,ml-inference-service,staging,64.7,52.88,0.0,3,853,38.75,9.43,0,0,normal
2026-01-09T00:00:00Z,backend-service,staging,60.67,50.95,7.29,2,700,136.11,2.96,0,0,normal
2026-01-09T00:00:00Z,frontend-service,production,54.6,60.42,-8.73,3,566,126.05,6.16,0,0,normal
2026-01-09T00:00:00Z,payment-service,staging,54.8,73.34,7.16,4,671,49.58,1.72,0,0,normal
2026-01-09T00:00:00Z,worker-service,staging,32.33,26.56,7.45,4,192,44.8,7.17,0,0,normal
2026-01-09T00:00:00Z,cache-service,production,50.07,68.63,-1.19,4,824,28.1,2.93,0,0,normal
2026-01-09T00:00:00Z,auth-service,staging,40.67,47.95,-2.16,4,430,91.02,10.46,0,0,normal
2026-01-09T00:00:00Z,notification-service,staging,52.9,72.07,3.75,3,869,57.57,3.9,0,0,normal
2026-01-09T00:00:00Z,reporting-service,staging,39.3,69.78,10.08,3,433,144.1,12.26,0,0,normal
2026-01-09T00:00:00Z,search-service,staging,71.2,62.35,7.76,2,286,127.63,4.8,0,0,normal
2026-01-09T00:00:00Z,billing-service,production,37.07,56.84,-3.54,2,182,73.73,11.04,0,0,normal
2026-01-09T00:00:00Z,analytics-service,production,45.33,48.85,-7.59,2,854,145.31,5.5,0,0,normal
2026-01-09T00:00:00Z,inventory-service,production,51.73,70.51,-9.11,2,507,134.69,3.46,0,0,normal
2026-01-09T00:00:00Z,order-service,staging,71.73,68.8,4.37,2,385,93.84,2.5,0,0,normal
2026-01-09T00:00:00Z,recommendation-service,production,69.4,67.48,-4.43,3,359,45.07,2.58,0,0,normal
2026-01-09T00:00:00Z,email-service,staging,25.6,64.5,-6.17,4,770,118.45,3.46,0,0,normal
2026-01-09T00:00:00Z,logging-service,staging,45.0,34.18,2.6,2,568,62.07,4.47,0,0,normal
2026-01-09T00:00:00Z,gateway-service,staging,40.0,37.89,3.98,3,789,50.72,10.35,0,0,normal
2026-01-09T00:00:00Z,database-service,staging,59.5,43.36,-4.79,2,304,144.46,7.69,0,0,normal
2026-01-09T00:00:00Z,queue-service,production,60.07,62.87,-0.49,4,303,119.04,10.52,0,0,normal
2026-01-09T00:00:00Z,ml-inference-service,production,28.9,27.93,3.46,4,597,46.28,8.51,0,0,normal
2026-01-10T00:00:00Z,backend-service,staging,59.0,29.54,0.94,4,536,125.13,7.35,0,0,normal
2026-01-10T00:00:00Z,frontend-service,production,58.6,61.13,10.03,3,340,126.14,11.44,0,0,normal
2026-01-10T00:00:00Z,payment-service,production,52.0,71.68,-5.23,2,563,24.13,6.72,0,0,normal
2026-01-10T00:00:00Z,worker-service,production,43.67,47.41,-2.98,3,464,30.43,14.5,0,0,normal
2026-01-10T00:00:00Z,cache-service,staging,74.53,51.44,0.81,4,308,128.53,11.59,0,0,normal
2026-01-10T00:00:00Z,auth-service,production,51.53,37.3,10.41,3,238,55.83,14.12,0,0,normal
2026-01-10T00:00:00Z,notification-service,production,37.0,29.88,5.37,2,537,97.71,10.85,0,0,normal
2026-01-10T00:00:00Z,reporting-service,staging,36.67,62.7,-1.61,2,223,85.51,5.05,0,0,normal
2026-01-10T00:00:00Z,search-service,production,40.0,74.22,-2.4,4,306,73.76,4.85,0,0,normal
2026-01-10T00:00:00Z,billing-service,staging,27.33,72.07,1.88,4,470,122.15,5.46,0,0,normal
2026-01-10T00:00:00Z,analytics-service,staging,62.67,37.04,-7.66,2,387,131.48,3.02,0,0,normal
2026-01-10T00:00:00Z,inventory-service,staging,52.8,44.34,-6.44,3,288,62.93,2.11,0,0,normal
2026-01-10T00:00:00Z,order-service,production,27.47,58.67,0.4,4,120,133.57,3.63,0,0,normal
2026-01-10T00:00:00Z,recommendation-service,production,35.4,73.05,-3.82,2,844,149.94,7.7,0,0,normal
2026-01-10T00:00:00Z,email-service,staging,70.73,63.77,2.84,3,557,89.37,6.03,0,0,normal
2026-01-10T00:00:00Z,logging-service,production,65.0,63.06,-4.65,3,288,68.19,6.8,0,0,normal
2026-01-10T00:00:00Z,gateway-service,staging,39.73,41.41,5.16,3,663,128.34,7.99,0,0,normal
2026-01-10T00:00:00Z,database-service,production,48.0,33.45,-0.47,4,639,83.48,13.84,0,0,normal
2026-01-10T00:00:00Z,queue-service,production,63.2,31.86,-0.22,4,316,28.84,3.11,0,0,normal
2026-01-10T00:00:00Z,ml-inference-service,staging,57.93,25.2,-0.76,4,501,21.54,8.41,0,0,normal
2026-01-11T00:00:00Z,backend-service,staging,65.27,30.27,-5.97,2,616,39.36,3.69,0,0,normal
2026-01-11T00:00:00Z,frontend-service,production,43.6,47.95,-2.9,2,793,49.36,10.58,0,0,normal
2026-01-11T00:00:00Z,payment-service,staging,45.2,52.61,-6.3,2,732,21.23,3.4,0,0,normal
2026-01-11T00:00:00Z,worker-service,production,69.6,36.33,-3.54,4,660,81.82,1.65,0,0,normal
2026-01-11T00:00:00Z,cache-service,staging,33.8,25.78,-7.87,2,681,38.74,12.49,0,0,normal
2026-01-11T00:00:00Z,auth-service,production,53.33,58.84,0.0,4,419,69.9,11.36,0,0,normal
2026-01-11T00:00:00Z,notification-service,production,46.8,41.99,-2.62,4,689,71.57,11.83,0,0,normal
2026-01-11T00:00:00Z,reporting-service,staging,42.67,46.58,-5.58,4,679,105.89,2.2,0,0,normal
2026-01-11T00:00:00Z,search-service,production,38.2,60.57,8.93,4,237,116.16,5.43,0,0,normal
2026-01-11T00:00:00Z,billing-service,staging,63.0,31.45,8.53,2,521,78.35,8.77,0,0,normal
2026-01-11T00:00:00Z,analytics-service,production,54.8,68.16,-1.3,2,378,73.8,11.91,0,0,normal
2026-01-11T00:00:00Z,inventory-service,staging,33.47,40.04,4.22,3,229,28.22,7.09,0,0,normal
2026-01-11T00:00:00Z,order-service,staging,72.2,54.69,3.44,2,548,33.91,5.27,0,0,normal
2026-01-11T00:00:00Z,recommendation-service,production,47.0,65.77,0.46,4,688,37.7,5.49,0,0,normal
2026-01-11T00:00:00Z,email-service,staging,39.5,73.36,2.82,2,413,68.89,12.43,0,0,normal
2026-01-11T00:00:00Z,logging-service,production,59.07,72.46,-6.06,3,805,47.25,12.17,0,0,normal
2026-01-11T00:00:00Z,gateway-service,production,31.93,37.06,1.0,4,237,112.98,12.05,0,0,normal
2026-01-11T00:00:00Z,database-service,production,51.67,52.17,8.48,3,798,136.42,8.52,0,0,normal
2026-01-11T00:00:00Z,queue-service,staging,33.3,53.12,-8.55,4,773,104.08,14.54,0,0,normal
2026-01-11T00:00:00Z,ml-inference-service,staging,29.8,50.49,2.56,4,651,95.47,9.05,0,0,normal
2026-01-12T00:00:00Z,backend-service,production,42.13,49.02,3.2,3,505,139.67,2.2,0,0,normal
2026-01-12T00:00:00Z,frontend-service,staging,50.93,48.78,10.04,3,819,110.58,5.46,0,0,normal
2026-01-12T00:00:00Z,payment-service,production,67.4,58.79,3.37,2,838,51.71,3.44,0,0,normal
2026-01-12T00:00:00Z,worker-service,production,64.8,34.28,1.03,4,522,71.43,11.32,0,0,normal
2026-01-12T00:00:00Z,cache-service,production,60.2,38.87,2.75,4,895,28.13,2.42,0,0,normal
2026-01-12T00:00:00Z,auth-service,production,38.0,51.37,3.15,4,400,97.61,9.56,0,0,normal
2026-01-12T00:00:00Z,notification-service,production,65.6,70.9,4.14,4,166,107.37,5.38,0,0,normal
2026-01-12T00:00:00Z,reporting-service,production,50.53,54.81,-1.09,4,472,75.0,7.81,0,0,normal
2026-01-12T00:00:00Z,search-service,staging,34.27,55.96,-8.46,3,89,83.0,3.73,0,0,normal
2026-01-12T00:00:00Z,billing-service,production,45.4,45.78,4.37,3,580,41.74,8.92,0,0,normal
2026-01-12T00:00:00Z,analytics-service,staging,33.4,53.27,-5.25,3,642,86.4,9.02,0,0,normal
2026-01-12T00:00:00Z,inventory-service,production,63.0,52.29,4.13,3,184,115.68,10.15,0,0,normal
2026-01-12T00:00:00Z,order-service,staging,42.4,46.88,-6.71,2,874,125.55,3.94,0,0,normal
2026-01-12T00:00:00Z,recommendation-service,production,33.27,64.16,3.67,2,140,94.11,8.45,0,0,normal
2026-01-12T00:00:00Z,email-service,production,53.6,31.64,-3.89,3,140,149.02,13.14,0,0,normal
2026-01-12T00:00:00Z,logging-service,staging,60.53,62.99,-2.48,4,482,83.63,9.08,0,0,normal
2026-01-12T00:00:00Z,gateway-service,staging,56.6,45.12,-8.35,4,364,110.31,13.28,0,0,normal
2026-01-12T00:00:00Z,database-service,production,68.4,61.52,-5.69,3,730,106.34,6.02,0,0,normal
2026-01-12T00:00:00Z,queue-service,staging,66.2,38.4,-5.47,3,425,91.15,2.83,0,0,normal
2026-01-12T00:00:00Z,ml-inference-service,staging,29.8,25.81,6.4,2,531,79.35,14.89,0,0,normal
2026-01-13T00:00:00Z,backend-service,production,32.9,29.64,9.92,3,336,30.71,10.3,0,0,normal
2026-01-13T00:00:00Z,frontend-service,production,46.4,60.16,-0.31,2,298,81.98,2.86,0,0,normal
2026-01-13T00:00:00Z,payment-service,staging,59.6,74.22,9.17,3,790,37.18,1.99,0,0,normal
2026-01-13T00:00:00Z,worker-service,production,43.3,31.84,-2.17,2,736,149.08,3.0,0,0,normal
2026-01-13T00:00:00Z,cache-service,production,61.1,70.9,7.85,4,783,77.51,4.04,0,0,normal
2026-01-13T00:00:00Z,auth-service,staging,42.53,40.72,-5.32,2,333,56.01,2.18,0,0,normal
2026-01-13T00:00:00Z,notification-service,production,35.2,62.3,0.0,3,741,27.09,13.57,0,0,normal
2026-01-13T00:00:00Z,reporting-service,staging,56.87,51.37,2.81,2,449,141.41,2.85,0,0,normal
2026-01-13T00:00:00Z,search-service,production,72.67,25.78,-8.28,2,94,54.08,1.56,0,0,normal
2026-01-13T00:00:00Z,billing-service,production,56.4,46.17,4.69,3,164,103.27,8.53,0,0,normal
2026-01-13T00:00:00Z,analytics-service,production,73.6,51.76,3.98,3,680,102.46,12.68,0,0,normal
2026-01-13T00:00:00Z,inventory-service,production,27.87,71.09,8.18,2,544,99.6,1.77,0,0,normal
2026-01-13T00:00:00Z,order-service,staging,33.0,51.12,-4.35,4,345,41.71,2.78,0,0,normal
2026-01-13T00:00:00Z,recommendation-service,staging,65.3,51.17,0.91,3,809,146.76,9.79,0,0,normal
